transition,rel_case1,rel_case2,rel_avg
195,0.0006134969325153375,0.0,0.00030674846625766873
196,0.0055147058823529415,0.0030978934324659233,0.004306299657409432
197,0.00865265760197775,0.0030883261272390363,0.005870491864608393
198,0.00857843137254902,0.0,0.00428921568627451
199,0.0,0.0,0.0
200,0.0,0.0,0.0
201,0.0,0.0,0.0
202,0.0,0.0,0.0
203,0.000612369871402327,0.0,0.0003061849357011635
204,0.009894867037724181,0.002495321272613849,0.006195094155169015
205,0.009797917942437232,0.019206939281288724,0.014502428611862978
206,0.0,0.0,0.0
207,0.0,0.0030883261272390363,0.0015441630636195182
208,0.0,0.0,0.0
209,0.0,0.0,0.0
210,0.0,0.0,0.0
211,0.0,0.0,0.0
212,0.0,0.002476780185758514,0.001238390092879257
213,0.0,0.0024706609017912293,0.0012353304508956147
214,0.0,0.0,0.0
215,0.0,0.0,0.0
216,0.0,0.002476780185758514,0.001238390092879257
217,0.0,0.0024706609017912293,0.0012353304508956147
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.004305043050430504,0.0,0.002152521525215252
224,0.004286589099816289,0.0,0.0021432945499081446
225,0.0,0.0,0.0
226,0.0,0.0,0.0
227,0.0,0.0,0.0
228,0.0,0.0,0.0
229,0.0,0.0,0.0
230,0.0,0.0,0.0
231,0.0,0.0,0.0
232,0.0,0.0,0.0
233,0.0,0.0,0.0
234,0.0,0.004965859714463066,0.002482929857231533
235,0.0,0.004941321803582459,0.0024706609017912293
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0030978934324659233,0.0015489467162329617
239,0.004305043050430504,0.011138613861386138,0.0077218284559083215
240,0.004286589099816289,0.0018529956763434219,0.0030697923880798556
241,0.0,0.0,0.0
242,0.0,0.0,0.0
243,0.0,0.004965859714463066,0.002482929857231533
244,0.0,0.004941321803582459,0.0024706609017912293
245,0.0,0.0,0.0
246,0.0,0.0,0.0
247,0.0,0.0,0.0
248,0.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,0.0
252,0.0,0.0,0.0
253,0.0,0.0,0.0
254,0.0,0.0,0.0
255,0.0,0.0,0.0
256,0.0,0.0,0.0
257,0.0,0.0,0.0
258,0.0,0.0,0.0
259,0.0,0.0,0.0
260,0.009270704573547589,0.0,0.0046353522867737945
261,0.009185548071034905,0.0,0.004592774035517453
262,0.0006127450980392157,0.0,0.00030637254901960784
263,0.0036900369003690036,0.0,0.0018450184501845018
264,0.004286589099816289,0.0,0.0021432945499081446
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,0.0,0.0,0.0
272,0.0,0.0,0.0
273,0.0,0.004965859714463066,0.002482929857231533
274,0.0,0.004941321803582459,0.0024706609017912293
275,0.0,0.0,0.0
276,0.0,0.0,0.0
277,0.0,0.0,0.0
278,0.0,0.0,0.0
279,0.0,0.0,0.0
280,0.0,0.00558659217877095,0.002793296089385475
281,0.0,0.005558987029030266,0.002779493514515133
282,0.0,0.0,0.0
283,0.0,0.0,0.0
284,0.0,0.0,0.0
285,0.0,0.002476780185758514,0.001238390092879257
286,0.0,0.0024706609017912293,0.0012353304508956147
287,0.0,0.0,0.0
288,0.0,0.0,0.0
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,0.0,0.0,0.0
292,0.0,0.0,0.0
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,0.0,0.0,0.0
296,0.0,0.0,0.0
297,0.0,0.0,0.0
298,0.0,0.0,0.0
299,0.0,0.0,0.0
300,0.0,0.0,0.0
301,0.0,0.0,0.0
302,0.0,0.0,0.0
303,0.0,0.0,0.0
304,0.0,0.0,0.0
305,0.0,0.004965859714463066,0.002482929857231533
306,0.0,0.004941321803582459,0.0024706609017912293
307,0.0,0.0,0.0
308,0.0,0.0,0.0
309,0.0,0.0,0.0
