transition,rel_case1,rel_case2,rel_avg
389,1.0,1.0,1.0
390,0.9840783833435395,1.0,0.9920391916717697
391,0.9834660134721371,1.0,0.9917330067360686
392,1.0,1.0,1.0
393,1.0,0.9848014888337469,0.9924007444168734
394,1.0,0.983940704138357,0.9919703520691785
395,1.0,1.0,1.0
396,0.9840783833435395,1.0,0.9920391916717697
397,0.9834660134721371,0.9830142063001853,0.9832401098861612
398,1.0,0.9844816883923029,0.9922408441961514
399,0.984375,0.983940704138357,0.9841578520691785
400,0.9834660134721371,1.0,0.9917330067360686
401,1.0,0.9839108910891089,0.9919554455445545
402,1.0,0.983940704138357,0.9919703520691785
403,1.0,1.0,1.0
404,1.0,1.0,1.0
405,0.9840783833435395,1.0,0.9920391916717697
406,0.9834660134721371,0.9830142063001853,0.9832401098861612
407,1.0,0.983940704138357,0.9919703520691785
408,1.0,1.0,1.0
409,1.0,1.0,1.0
410,1.0,0.9839108910891089,0.9919554455445545
411,1.0,0.983940704138357,0.9919703520691785
412,1.0,1.0,1.0
413,0.9840783833435395,1.0,0.9920391916717697
414,1.0,0.9830142063001853,0.9915071031500926
415,1.0,0.983940704138357,0.9919703520691785
416,0.9831288343558282,1.0,0.9915644171779141
417,0.9834660134721371,1.0,0.9917330067360686
418,0.9840783833435395,1.0,0.9920391916717697
419,0.9834660134721371,1.0,0.9917330067360686
420,1.0,1.0,1.0
421,0.984375,1.0,0.9921875
422,0.9834660134721371,1.0,0.9917330067360686
423,1.0,1.0,1.0
424,1.0,1.0,1.0
425,1.0,0.9712074303405572,0.9856037151702786
426,0.9687691365584813,0.9756022235948116,0.9721856800766464
427,0.9690753214941825,1.0,0.9845376607470913
428,0.9521243842364532,1.0,0.9760621921182266
429,0.9548377219840783,0.9835913312693498,0.969214526626714
430,1.0,0.983940704138357,0.9919703520691785
431,0.9840783833435395,1.0,0.9920391916717697
432,0.9834660134721371,1.0,0.9917330067360686
433,0.984375,1.0,0.9921875
434,0.9834660134721371,1.0,0.9917330067360686
435,1.0,0.9838809671419715,0.9919404835709857
436,1.0,0.983940704138357,0.9919703520691785
437,1.0,0.9830142063001853,0.9915071031500926
438,1.0,0.983940704138357,0.9919703520691785
439,0.9840783833435395,0.9830142063001853,0.9835462948218624
440,0.9834660134721371,0.983940704138357,0.9837033588052471
441,1.0,0.9830142063001853,0.9915071031500926
442,1.0,0.983940704138357,0.9919703520691785
443,0.9687691365584813,1.0,0.9843845682792407
444,0.9690753214941825,0.9830142063001853,0.9760447638971839
